text,created_at,author,uri,has_images,reply_to,date,time,language,hour,weekday,time_of_day,sentiment,row_id
"Faithful Argos Stun Blue Bombers to Win th Grey Cup 

wwwimpactusorgarticlesfai",2024-11-27T14:09:39Z,did:plc:c6f74hlrqciklqulhajj4thu,at://did:plc:c6f74hlrqciklqulhajj4thu/app.bsky.feed.post/3lbwq455bdk2w,FALSE,NA,2024-11-27,14:09:39,en,14,Wednesday,Afternoon,0.7845,987
"I have a couple people I follow who reblog wonderful art for me to discover and also find new artists to follow please continue You are filling my dash and I love it  Im doing the same btw and I hope my followers find things too
I ish more people would join please share the things you love ",2024-11-27T12:01:07Z,did:plc:47rjfo6asd4kzrvghppxcq24,at://did:plc:47rjfo6asd4kzrvghppxcq24/app.bsky.feed.post/3lbwiwcn5mk2h,FALSE,NA,2024-11-27,12:01:07,en,12,Wednesday,Afternoon,0.9728,988
Are we all feeling this way Is this more acute because of the US election or were you feeling this way before,2024-11-27T14:57:47Z,did:plc:sevbum6m673v62tacrunc6tb,at://did:plc:sevbum6m673v62tacrunc6tb/app.bsky.feed.post/3lbwss7eta223,FALSE,at://did:plc:ckaslg6hnqzr5iwkbvjg5zx6/app.bsky.feed.post/3lbwsj6yuck2f,2024-11-27,14:57:47,en,14,Wednesday,Afternoon,0.25,989
Good morning Zelda,2024-11-27T12:23:34Z,did:plc:xbmwq5tm43sgfcrapb2vtnan,at://did:plc:xbmwq5tm43sgfcrapb2vtnan/app.bsky.feed.post/3lbwk6gwiu22h,FALSE,at://did:plc:ahqfk3n5uw7in2ilc3uakkbb/app.bsky.feed.post/3lbwaywfipc2m,2024-11-27,12:23:34,en,12,Wednesday,Afternoon,0.4404,990
Mountains at Collioure ,2024-11-27T14:40:03Z,did:plc:qevcoxfgtz6epmax3o7uxddc,at://did:plc:qevcoxfgtz6epmax3o7uxddc/app.bsky.feed.post/3lbwrsjjync27,TRUE,NA,2024-11-27,14:40:03,en,14,Wednesday,Afternoon,0,991
And he disses homie on the recordright after homie tried snaking her Renaissance album,2024-11-27T14:42:33Z,did:plc:uzkthbeimpugecznybipkzzj,at://did:plc:uzkthbeimpugecznybipkzzj/app.bsky.feed.post/3lbwrwxn63s2y,FALSE,at://did:plc:qm6l3bcincns3qvdah77v6fh/app.bsky.feed.post/3lbwrto4yyc2l,2024-11-27,14:42:33,en,14,Wednesday,Afternoon,0,992
"Whats the weirdest unsolicited thing youve received from a sales person

Mine is a rubber foot",2024-11-27T14:40:46Z,did:plc:wiz33xyzzpokhdezdfhnznd4,at://did:plc:wiz33xyzzpokhdezdfhnznd4/app.bsky.feed.post/3lbwrtshuds2h,TRUE,NA,2024-11-27,14:40:46,en,14,Wednesday,Afternoon,-0.2263,993
This is a friendly reminder to get the cluck off of Twitter and delete your ducking account ,2024-11-27T13:45:23Z,did:plc:jcb4p37gfkdbigu3dvfjyi3e,at://did:plc:jcb4p37gfkdbigu3dvfjyi3e/app.bsky.feed.post/3lbwoqqwvfh27,FALSE,NA,2024-11-27,13:45:23,en,13,Wednesday,Afternoon,0.4939,994
"Its this simple I have been posting shit on the Internet regularly since circa  and at NO POINT IN TIME in the past  years have I EVER consented to have my content fed into a giant plagiarism machine Nor would I ever
corrected",2024-11-27T15:35:42Z,did:plc:zgi3qfrm46r7qr2jriw673gd,at://did:plc:zgi3qfrm46r7qr2jriw673gd/app.bsky.feed.post/3lbwuvz6swc23,FALSE,NA,2024-11-27,15:35:42,en,15,Wednesday,Afternoon,-0.7603,995
Park features by sanzashi ,2024-11-27T12:12:08Z,did:plc:drtl2jm5ng3xsawer6s2tf5m,at://did:plc:drtl2jm5ng3xsawer6s2tf5m/app.bsky.feed.post/3lbwjijqem22p,FALSE,NA,2024-11-27,12:12:08,en,12,Wednesday,Afternoon,0,996
Just read a bunch of hilariouscringe quotes from that podcast that Elons father did Holy moly Lets just say I am MORE than ready to edit this WM episode Lethal Weapon  now episode drops exclusively on Patreon next week,2024-11-27T14:08:24Z,did:plc:prqoouyvxitatofuciwjfwwo,at://did:plc:prqoouyvxitatofuciwjfwwo/app.bsky.feed.post/3lbwpzvqjz22w,TRUE,NA,2024-11-27,14:08:24,en,14,Wednesday,Afternoon,0.3126,997
Thank you Ann ,2024-11-27T12:07:00Z,did:plc:5ba7qdxu5xvbvc4yxxzj7dpf,at://did:plc:5ba7qdxu5xvbvc4yxxzj7dpf/app.bsky.feed.post/3lbwjatl5zs2j,FALSE,at://did:plc:efhhkwafe6apjwydu77uoc3v/app.bsky.feed.post/3lbwgzi5lhs2w,2024-11-27,12:07:00,en,12,Wednesday,Afternoon,0.3612,998
were the daughters of the cunts you didnt serve,2024-11-27T14:40:46Z,did:plc:u3iyt4pgmdupncmwv6ome4ei,at://did:plc:u3iyt4pgmdupncmwv6ome4ei/app.bsky.feed.post/3lbwrtsclfk2h,FALSE,at://did:plc:hdfrgtchoulcxlfzl2qsqdec/app.bsky.feed.post/3lbwrrrpzjc2b,2024-11-27,14:40:46,en,14,Wednesday,Afternoon,-0.5994,999
Or putting a vampire in charge of the blood bank Vampire ,2024-11-27T12:07:49Z,did:plc:5qqsp76zf7cvh4hsaluwk6ba,at://did:plc:5qqsp76zf7cvh4hsaluwk6ba/app.bsky.feed.post/3lbwjcbzcoc2c,FALSE,at://did:plc:uo2fna47c4v6zcnklxfhcvjb/app.bsky.feed.post/3lbvu36zvbs23,2024-11-27,12:07:49,en,12,Wednesday,Afternoon,0,1000
If you are seeing this I love you itchio  real one,2024-11-27T12:22:12Z,did:plc:ztpvladaqrah2bp2xelmf3yd,at://did:plc:ztpvladaqrah2bp2xelmf3yd/app.bsky.feed.post/3lbwk3zah5c2o,FALSE,at://did:plc:ztpvladaqrah2bp2xelmf3yd/app.bsky.feed.post/3lbwjw773dc2o,2024-11-27,12:22:12,en,12,Wednesday,Afternoon,0.6369,1001
"Kristf Hajs new album PM in February

Hungarian singer Kristf Hajs will release his new album PM on February via Tiny Room Records once again diving into his mixed emotions about living in The Netherlands

tinyurlcomxntwrz

bskysocial

 ",2024-11-27T14:44:25Z,did:plc:j4zq7on52kv2ieazz3y4ro4i,at://did:plc:j4zq7on52kv2ieazz3y4ro4i/app.bsky.feed.post/3lbws2civqc23,TRUE,NA,2024-11-27,14:44:25,en,14,Wednesday,Afternoon,0.0772,1002
If you think leaving Twitter is like escaping hell wait til you have to actually physically extricate yourself from abuse torture or persecution We chose to be there and now we choose not to be Easy peasy Nobody is hunting us down and forcing us to stay on there We have free choice,2024-11-27T14:43:57Z,did:plc:53ddzwavxcrdvc5nvlswgj7p,at://did:plc:53ddzwavxcrdvc5nvlswgj7p/app.bsky.feed.post/3lbwrzi3mvs2c,FALSE,NA,2024-11-27,14:43:57,en,14,Wednesday,Afternoon,-0.8781,1003
The great Yoga Mat Revolution is on the horizon,2024-11-27T14:26:29Z,did:plc:u2asafvqg3zdsvzekvelugau,at://did:plc:u2asafvqg3zdsvzekvelugau/app.bsky.feed.post/3lbwr2apgp22t,FALSE,NA,2024-11-27,14:26:29,en,14,Wednesday,Afternoon,0.6249,1004
Yeah I noticed Ill be celebrating Dr King,2024-11-27T14:33:47Z,did:plc:cr5x2nclmtrzjs3srittxebo,at://did:plc:cr5x2nclmtrzjs3srittxebo/app.bsky.feed.post/3lbwrhc57w226,FALSE,at://did:plc:qgahtukxkp7jxwr67fsbotpo/app.bsky.feed.post/3lbqkv3oqgc2k,2024-11-27,14:33:47,en,14,Wednesday,Afternoon,0.4767,1005
This is The Yap Zone,2024-11-27T14:42:29Z,did:plc:hyo7gimzxmnczl7budfugv3k,at://did:plc:hyo7gimzxmnczl7budfugv3k/app.bsky.feed.post/3lbwrwubvi22x,FALSE,at://did:plc:3bxuqjccbq5v7cyekigqm4rf/app.bsky.feed.post/3lbwmyfrob22u,2024-11-27,14:42:29,en,14,Wednesday,Afternoon,0,1006
Getting heftier~,2024-11-27T13:05:45Z,did:plc:zbx32ormjfrxbw6xe7oatypi,at://did:plc:zbx32ormjfrxbw6xe7oatypi/app.bsky.feed.post/3lbwmjuxgoc26,TRUE,NA,2024-11-27,13:05:45,en,13,Wednesday,Afternoon,0,1007
Thats dope as hell Where is this,2024-11-27T13:30:57Z,did:plc:56rqlz7esocei5jksn6km4fj,at://did:plc:56rqlz7esocei5jksn6km4fj/app.bsky.feed.post/3lbwnwx5jfs2o,FALSE,at://did:plc:g4kx4imrw24s6tjf2p2x7o25/app.bsky.feed.post/3lbwnmpy3wc2c,2024-11-27,13:30:57,en,13,Wednesday,Afternoon,-0.6808,1008
caspian is the next whammys kid tbh,2024-11-27T13:20:13Z,did:plc:5fs3se2bew4zunbemdlmi7fi,at://did:plc:5fs3se2bew4zunbemdlmi7fi/app.bsky.feed.post/3lbwndqn5nc2y,FALSE,NA,2024-11-27,13:20:13,en,13,Wednesday,Afternoon,0,1009
The baby could be a little more horizontal but not much It does put me in mind of a human nursing an information symbol however But to be honest its a nice and simple symbol and would only need very minor tweaking if anything,2024-11-27T13:38:26Z,did:plc:xbj5qpihuwqoufrth7z3aatt,at://did:plc:xbj5qpihuwqoufrth7z3aatt/app.bsky.feed.post/3lbwoednz7k26,FALSE,at://did:plc:6xjpgggscq4cp6ccwm5qlqer/app.bsky.feed.post/3lbwo4h7inn2n,2024-11-27,13:38:26,en,13,Wednesday,Afternoon,0.8462,1010
They cant comprehend how getting pregnant and staying pregnant are two different things,2024-11-27T15:02:35Z,did:plc:pvl4367x2drrpvzgnwom5yrb,at://did:plc:pvl4367x2drrpvzgnwom5yrb/app.bsky.feed.post/3lbwt2sqgvs2x,FALSE,at://did:plc:4qo4szlpayyq4fsb4zaubecl/app.bsky.feed.post/3lbwsyseosc2z,2024-11-27,15:02:35,en,15,Wednesday,Afternoon,0,1011
Mexicos government blaming US guns for their cartel violence is a pathetic deflection Corruption and complicity allow cartels to thrive The US demand isnt pulling the triggerMexicos failure to govern its territory is Its sad when people water down serious problems with political bias,2024-11-27T12:25:39Z,did:plc:r3qdlkhglv2763gef3xtmsw5,at://did:plc:r3qdlkhglv2763gef3xtmsw5/app.bsky.feed.post/3lbwkc6p5f22j,FALSE,NA,2024-11-27,12:25:39,en,12,Wednesday,Afternoon,-0.9657,1012
" Ready for the AIdriven search revolution Discover how to optimize for AI ChatGPT and Perplexityai while keeping traditional SEO strong

Read more  bitlyOuGgmI",2024-11-27T15:21:18Z,did:plc:wzbjaep4nzylbfrauwh5euwa,at://did:plc:wzbjaep4nzylbfrauwh5euwa/app.bsky.feed.post/3lbwu4bioxk2d,TRUE,NA,2024-11-27,15:21:18,en,15,Wednesday,Afternoon,0.8402,1013
"Clinging to promises
Fighting off the vignette
Tunnels cave visions fade
Swallowed by the vignette

Minneapolis 
 ",2024-11-27T13:53:56Z,did:plc:do2fx2bcvezld5en6c6ysz2i,at://did:plc:do2fx2bcvezld5en6c6ysz2i/app.bsky.feed.post/3lbwpa237qc2k,FALSE,NA,2024-11-27,13:53:56,en,13,Wednesday,Afternoon,0.25,1014
Elections have consequences,2024-11-27T13:53:27Z,did:plc:aszt67v3bfgi4ndvokvpmalq,at://did:plc:aszt67v3bfgi4ndvokvpmalq/app.bsky.feed.post/3lbwp76bssc2b,FALSE,at://did:plc:fvh6tkray25eylud6onoahry/app.bsky.feed.post/3lbwonfu6gs2z,2024-11-27,13:53:27,en,13,Wednesday,Afternoon,0,1015
Yay but we want nana too,2024-11-27T15:14:43Z,did:plc:patlgr2kqzjpfasyxap3rnvr,at://did:plc:patlgr2kqzjpfasyxap3rnvr/app.bsky.feed.post/3lbwtqj4rou2q,FALSE,at://did:plc:5jibqpkq4qxjwl2z6ygaaast/app.bsky.feed.post/3lbb3qiamss2y,2024-11-27,15:14:43,en,15,Wednesday,Afternoon,0.3919,1016
"Absolutely amazing show and really opened my eyes to what goes on in the processed food industry 

Reminded me a little of the Al Pacino  Russell Crowe film The Insider",2024-11-27T12:11:15Z,did:plc:wyzclmdizpbbzt4bb4ee7gib,at://did:plc:wyzclmdizpbbzt4bb4ee7gib/app.bsky.feed.post/3lbwjigomg226,FALSE,at://did:plc:dza7ojo7rtb5mbzs6fxet5pw/app.bsky.feed.post/3lbwivdq2as24,2024-11-27,12:11:15,en,12,Wednesday,Afternoon,0.624,1017
Tsk tsk  personal insults was not the topic of discussion here,2024-11-27T12:52:09Z,did:plc:yrkqp2inwoyhmueqoo4obpju,at://did:plc:yrkqp2inwoyhmueqoo4obpju/app.bsky.feed.post/3lbwlrkw2u22v,FALSE,at://did:plc:2qwpeisxhznwdjfylihurdp4/app.bsky.feed.post/3lbwlfzjssk25,2024-11-27,12:52:09,en,12,Wednesday,Afternoon,-0.4215,1018
Yep They have a look Cheap and fake,2024-11-27T14:10:11Z,did:plc:aht3effij32psr4useifqzw6,at://did:plc:aht3effij32psr4useifqzw6/app.bsky.feed.post/3lbwq53syes2u,FALSE,at://did:plc:tsksqpjisdvtusxq6ide5tzj/app.bsky.feed.post/3lbwpl4kmyk2a,2024-11-27,14:10:11,en,14,Wednesday,Afternoon,-0.2263,1019
The past  years of UKTurkey relations are a story of Britain positioning itself to be Turkeys best friend in Europe so its tempting to view these arrests in that light But the UKs Terrorism Act is not a trivial piece of law  the police must have something of substance to go on,2024-11-27T13:41:35Z,did:plc:ycremq3icwgg244co75yt6te,at://did:plc:ycremq3icwgg244co75yt6te/app.bsky.feed.post/3lbwojx7erk2i,FALSE,at://did:plc:hpzrn24orwmk7ctqfd27uvyy/app.bsky.feed.post/3lbwnmp52os2s,2024-11-27,13:41:35,en,13,Wednesday,Afternoon,-0.6746,1020
"Nice
Surrounded by family who arent MAGA",2024-11-27T13:42:00Z,did:plc:yy3mopjsij625k2rwnsmysqg,at://did:plc:yy3mopjsij625k2rwnsmysqg/app.bsky.feed.post/3lbwokptiis2q,FALSE,at://did:plc:cpj3ap6l7jjg5omw6em3r6ra/app.bsky.feed.post/3lbwoiqxfrs22,2024-11-27,13:42:00,en,13,Wednesday,Afternoon,0.4215,1021
 how much to commission yeggmori for wunus plushies pls I will sell my cat for this plushy to squeeze and shake srs,2024-11-27T15:04:40Z,did:plc:tepwflp2uzrbydfrgijjlj7j,at://did:plc:tepwflp2uzrbydfrgijjlj7j/app.bsky.feed.post/3lbwt6jtkxk2z,FALSE,NA,2024-11-27,15:04:40,en,15,Wednesday,Afternoon,-0.1027,1022
Id never say that,2024-11-27T13:29:44Z,did:plc:n5x7nkfo6ngtkponkpz67cky,at://did:plc:n5x7nkfo6ngtkponkpz67cky/app.bsky.feed.post/3lbwnur4bok2w,FALSE,at://did:plc:wucy7fn5fmh4jq6dyd7vqz3p/app.bsky.feed.post/3lbwlwykqdc2b,2024-11-27,13:29:44,en,13,Wednesday,Afternoon,0,1023
Yeah I did mean humans killing animals for food ,2024-11-27T13:53:15Z,did:plc:vqitauygjzzdyp3dsuagxsv6,at://did:plc:vqitauygjzzdyp3dsuagxsv6/app.bsky.feed.post/3lbwp6suw222k,FALSE,at://did:plc:ohv6526r5vzyzvr4mdsxwdrk/app.bsky.feed.post/3lbwotfcv4s2w,2024-11-27,13:53:15,en,13,Wednesday,Afternoon,-0.4939,1024
"Buddies that stare together sometimes get snacks together  

  ",2024-11-27T13:43:10Z,did:plc:jrsra2gwbs7iizhie2g4flvo,at://did:plc:jrsra2gwbs7iizhie2g4flvo/app.bsky.feed.post/3lbwomroywk2l,FALSE,NA,2024-11-27,13:43:10,en,13,Wednesday,Afternoon,0,1025
Omg yes its been way too long  when Im done being sick,2024-11-27T15:31:25Z,did:plc:7t32nl23e6ivokfjkz7kjj66,at://did:plc:7t32nl23e6ivokfjkz7kjj66/app.bsky.feed.post/3lbwuoe6dg22c,FALSE,at://did:plc:zmpibqxlr2jzhe5llft7pnwf/app.bsky.feed.post/3lbvm4vnmmk2m,2024-11-27,15:31:25,en,15,Wednesday,Afternoon,-0.15310000000000001,1026
SV Founders deleting whole chunks of the Federal government would of course be the first step in recreating these depts with new branding like Uber did with taxis importing and enforcing the ideology of the Founder into every aspect of life,2024-11-27T14:08:17Z,did:plc:kmoqk324oax4oi2xa3tlwize,at://did:plc:kmoqk324oax4oi2xa3tlwize/app.bsky.feed.post/3lbwpzpkmys2b,FALSE,NA,2024-11-27,14:08:17,en,14,Wednesday,Afternoon,0.3612,1027
And reading some books maybe,2024-11-27T12:43:37Z,did:plc:xjqjad4tuqj3u2rwtp3dhs56,at://did:plc:xjqjad4tuqj3u2rwtp3dhs56/app.bsky.feed.post/3lbwlcczkbc27,FALSE,at://did:plc:kmpiifdswojekcddit3reejm/app.bsky.feed.post/3lbwdtwzrss2d,2024-11-27,12:43:37,en,12,Wednesday,Afternoon,0,1028
Sapiens by Harari I was already abandoning religion but this definitely helped me do it and gave me a better perspective in life,2024-11-27T15:08:32Z,did:plc:7o72duylrclc6zm7opdzrlip,at://did:plc:7o72duylrclc6zm7opdzrlip/app.bsky.feed.post/3lbwtfh5nw22c,FALSE,at://did:plc:gtlg4owdedzz3nk5rcdrwiwp/app.bsky.feed.post/3lbwpdz5gus2l,2024-11-27,15:08:32,en,15,Wednesday,Afternoon,0.804,1029
I keep reposting this as well,2024-11-27T14:48:08Z,did:plc:3bma4fxv2tnfr2g7het4ddhi,at://did:plc:3bma4fxv2tnfr2g7het4ddhi/app.bsky.feed.post/3lbwsaxnapk2x,FALSE,at://did:plc:yly3aulwiwaboatf2v2pjkhc/app.bsky.feed.post/3lbvpsqu2lc2k,2024-11-27,14:48:08,en,14,Wednesday,Afternoon,0.2732,1030
The fact that I gotta go all the way to Petersburg for a haircut<<<,2024-11-27T14:06:31Z,did:plc:4hadtfg3mtlq4rltcsfyduho,at://did:plc:4hadtfg3mtlq4rltcsfyduho/app.bsky.feed.post/3lbwpwkbvus2c,FALSE,NA,2024-11-27,14:06:31,en,14,Wednesday,Afternoon,0,1031
Krl to mal,2024-11-27T13:44:10Z,did:plc:5fj236eabwjgmufj6q7srmkh,at://did:plc:5fj236eabwjgmufj6q7srmkh/app.bsky.feed.post/3lbwoolpnzc2o,FALSE,NA,2024-11-27,13:44:10,en,13,Wednesday,Afternoon,0,1032
almost done with this king crimson marathon holy moly,2024-11-27T13:49:21Z,did:plc:cpozukdp66wgnlv5vge6ui6i,at://did:plc:cpozukdp66wgnlv5vge6ui6i/app.bsky.feed.post/3lbwoxuez4s2z,TRUE,NA,2024-11-27,13:49:21,en,13,Wednesday,Afternoon,0,1033
MY FAVORITE MOVIE OF ALL TIME WAYMOND ALWAYS MAKES ME CRY,2024-11-27T15:32:02Z,did:plc:oxfzndjoadswrmek4bm556py,at://did:plc:oxfzndjoadswrmek4bm556py/app.bsky.feed.post/3lbwuphsoms23,FALSE,at://did:plc:ysboouiqpwflovclwzs5zsg3/app.bsky.feed.post/3lbwtz52bn22a,2024-11-27,15:32:02,en,15,Wednesday,Afternoon,-0.0258,1034
" Tower+ Electrolyte Mix  How I Reach Daily Peak Performance with Pink Himalayan Salt


",2024-11-27T13:38:39Z,did:plc:btu5b5wssjbhpaju4bor63r6,at://did:plc:btu5b5wssjbhpaju4bor63r6/app.bsky.feed.post/3lbwoepoxl22x,TRUE,NA,2024-11-27,13:38:39,en,13,Wednesday,Afternoon,0.0258,1035
"The unsophisticated voter won on November th 
Now suffer the consequences",2024-11-27T13:31:56Z,did:plc:io2a4t5ji4sa7fo3cx7zpggx,at://did:plc:io2a4t5ji4sa7fo3cx7zpggx/app.bsky.feed.post/3lbwnypr62s2e,FALSE,at://did:plc:3hd67og56zzdsqhqf2yqs2v7/app.bsky.feed.post/3lbugndg4pk2s,2024-11-27,13:31:56,en,13,Wednesday,Afternoon,-0.25,1036
Better read than said but I love it Good show on picking your audience Ill approve,2024-11-27T13:26:02Z,did:plc:wf6ao2zmckbhy7efbfwmanie,at://did:plc:wf6ao2zmckbhy7efbfwmanie/app.bsky.feed.post/3lbwno5pd622r,FALSE,at://did:plc:ss5y5g3uxj6yiy6a5pbcng54/app.bsky.feed.post/3lbwld7sxmk22,2024-11-27,13:26:02,en,13,Wednesday,Afternoon,0.836,1037
Good morning,2024-11-27T15:08:01Z,did:plc:2ue5amv6tq6n6dvpiedeyhz5,at://did:plc:2ue5amv6tq6n6dvpiedeyhz5/app.bsky.feed.post/3lbwtej7whc2m,TRUE,at://did:plc:rxtdfqaxqgtzbfbfmzkrni77/app.bsky.feed.post/3lbvfuhkelc25,2024-11-27,15:08:01,en,15,Wednesday,Afternoon,0.4404,1038
Uhm what is this,2024-11-27T12:40:38Z,did:plc:lvat6kmjw5ekzqssmkirrbl5,at://did:plc:lvat6kmjw5ekzqssmkirrbl5/app.bsky.feed.post/3lbwl4xidxs2g,FALSE,at://did:plc:vt2iihswfztajz4xme6w4hiy/app.bsky.feed.post/3lbwkxopqn22r,2024-11-27,12:40:38,en,12,Wednesday,Afternoon,0,1039
I got alot of suff to do,2024-11-27T14:29:58Z,did:plc:5npvvtsx2tnzdrzknlo3hema,at://did:plc:5npvvtsx2tnzdrzknlo3hema/app.bsky.feed.post/3lbwraiaa6c2d,FALSE,at://did:plc:umkdmppnmbfkz65p3xdwxyjc/app.bsky.feed.post/3lbwr4j6ues2g,2024-11-27,14:29:58,en,14,Wednesday,Afternoon,0,1040
"INTRODUCING THE NEW WINTER COLLECTION FROM LAKRIDS BY BLOW

wwwvivmediacominfozx",2024-11-27T13:27:46Z,did:plc:bwmgqvtgzlyyncodqqq4ivcx,at://did:plc:bwmgqvtgzlyyncodqqq4ivcx/app.bsky.feed.post/3lbwnrancos2g,FALSE,NA,2024-11-27,13:27:46,en,13,Wednesday,Afternoon,0,1041
Thinking about it Im actually stunned Liberty doesnt push from what we see since they are so bottom line driven and probably arent long for owning the Braves Deferred cost they dont have to really worry about other than a credit on the settlement statement Sign me up,2024-11-27T13:09:48Z,did:plc:gbz5gyh6ygr2si7rrhmnwari,at://did:plc:gbz5gyh6ygr2si7rrhmnwari/app.bsky.feed.post/3lbwmr4wtis2e,FALSE,at://did:plc:v4ui4yovk67qbfhxy3y7p6xb/app.bsky.feed.post/3lbwmi5mtik2k,2024-11-27,13:09:48,en,13,Wednesday,Afternoon,0.6494,1042
"HOCKEYFIGHTScomfights
  tom WILSON  
mike HALMO    
 apr   
 ",2024-11-27T15:04:50Z,did:plc:7buitzvw4od2hr7r4cst5vlr,at://did:plc:7buitzvw4od2hr7r4cst5vlr/app.bsky.feed.post/3lbwt6tggcc2x,FALSE,NA,2024-11-27,15:04:50,en,15,Wednesday,Afternoon,0,1043
Never thought Id be considered a radical for having my lunch at pm but here I am Living life to the extreme,2024-11-27T12:39:56Z,did:plc:6sxwjtkgrclgyaiail7x44e3,at://did:plc:6sxwjtkgrclgyaiail7x44e3/app.bsky.feed.post/3lbwl3pmrmc2j,FALSE,NA,2024-11-27,12:39:56,en,12,Wednesday,Afternoon,0,1044
The luck I have on this save is insane I love  ,2024-11-27T14:47:15Z,did:plc:guqdsgfcyn3n2z7bplsklogy,at://did:plc:guqdsgfcyn3n2z7bplsklogy/app.bsky.feed.post/3lbws7exl5s2h,FALSE,NA,2024-11-27,14:47:15,en,14,Wednesday,Afternoon,0.85,1045
oh shit thats really helpful thanks thatll work until they add the option to do it for peeps individually,2024-11-27T12:37:18Z,did:plc:54evk5oslqmufnisc2kmvdej,at://did:plc:54evk5oslqmufnisc2kmvdej/app.bsky.feed.post/3lbwkwz7vvc2w,FALSE,at://did:plc:6wbx6yqz5s5mbnnahfxcdw72/app.bsky.feed.post/3lbweh5354c25,2024-11-27,12:37:18,en,12,Wednesday,Afternoon,0.3962,1046
"Profile and posts must indicate education Our goal is to keep the feed for our community 
 for our community Please dont use the hashtag simply to build followers or likes",2024-11-27T13:18:25Z,did:plc:kfaq2rodqsx4dycpg5xbnugb,at://did:plc:kfaq2rodqsx4dycpg5xbnugb/app.bsky.feed.post/3lbwnajmz3c2t,FALSE,NA,2024-11-27,13:18:25,en,13,Wednesday,Afternoon,0.6249,1047
No coffin for a turd just toss him in the nearest landfill,2024-11-27T14:21:17Z,did:plc:wl64zjb2ayeslbu53irsu3jq,at://did:plc:wl64zjb2ayeslbu53irsu3jq/app.bsky.feed.post/3lbwqqxdmtk2b,FALSE,at://did:plc:kptddmrndbfzof3yzmhdg3fq/app.bsky.feed.post/3lbu7lqxemc2r,2024-11-27,14:21:17,en,14,Wednesday,Afternoon,-0.296,1048
 Too many clicks to mute someone,2024-11-27T14:40:52Z,did:plc:bqniahihtuymmvjizpzabjx3,at://did:plc:bqniahihtuymmvjizpzabjx3/app.bsky.feed.post/3lbwrtxrf5k2j,FALSE,at://did:plc:uiykeb74dxdskl5rfnocattx/app.bsky.feed.post/3lbwdmpkudc2x,2024-11-27,14:40:52,en,14,Wednesday,Afternoon,0,1049
"Basingstoke was promised a new hospital by  as part of the Conservatives  election manifesto 

Full story  wwwbasingstokegazettecouknews

   ",2024-11-27T12:00:02Z,did:plc:hx5hzwd3tsxia64ab53u2hgz,at://did:plc:hx5hzwd3tsxia64ab53u2hgz/app.bsky.feed.post/3lbwiuefzsc2z,TRUE,NA,2024-11-27,12:00:02,en,12,Wednesday,Afternoon,0.3612,1050
Here they bring me  and that great cos I love all kind of stones but  weeks ago the st real treasure  And yes always around when there is danger  When I walk a path and the cows are close they are always between me and the cows  ,2024-11-27T13:17:12Z,did:plc:krvsanutewqlsabptdxyz2wk,at://did:plc:krvsanutewqlsabptdxyz2wk/app.bsky.feed.post/3lbwn6epivs2v,TRUE,at://did:plc:mov37bcn6ceepw657an4jys5/app.bsky.feed.post/3lbwmwhthls2l,2024-11-27,13:17:12,en,13,Wednesday,Afternoon,0.7096,1051
Fashion policing  Lol Keep up the important work,2024-11-27T15:08:15Z,did:plc:ozznprxh5whqvgxkwgahfhpz,at://did:plc:ozznprxh5whqvgxkwgahfhpz/app.bsky.feed.post/3lbwtewyacc2o,FALSE,at://did:plc:5tfxap3qxtw7rne2udndcjwp/app.bsky.feed.post/3lbwt42qcxk26,2024-11-27,15:08:15,en,15,Wednesday,Afternoon,0.5574,1052
"Nicked off X

This is a Scottish  cooked breakfast

They dont care do they

Id probably eat it though",2024-11-27T13:42:42Z,did:plc:ebexszjlmalj7mhrvhrwgfl6,at://did:plc:ebexszjlmalj7mhrvhrwgfl6/app.bsky.feed.post/3lbwolxr5bc23,TRUE,at://did:plc:oppls2nidajxgzy54m6f4izx/app.bsky.feed.post/3lbvzixtyoc2u,2024-11-27,13:42:42,en,13,Wednesday,Afternoon,-0.3875,1053
I bet December will be mild and January will be baltic again,2024-11-27T12:55:58Z,did:plc:nn5vneir7ks52zuv4bbgehsy,at://did:plc:nn5vneir7ks52zuv4bbgehsy/app.bsky.feed.post/3lbwlyfn7j222,FALSE,at://did:plc:636dqb6nifl27zrce3hjur6s/app.bsky.feed.post/3lbwlxhxdys23,2024-11-27,12:55:58,en,12,Wednesday,Afternoon,0,1054
why imagine when you can do it baby,2024-11-27T14:42:41Z,did:plc:wvkr6f7odcv3duvtybvwqbzr,at://did:plc:wvkr6f7odcv3duvtybvwqbzr/app.bsky.feed.post/3lbwrx7bs7s2k,FALSE,at://did:plc:wh22rwshdv4plpdgxmx4af7h/app.bsky.feed.post/3lbwrv6dmbc2q,2024-11-27,14:42:41,en,14,Wednesday,Afternoon,0,1055
Hopefully well get some improvements with the alerts functionality in here soon,2024-11-27T12:01:40Z,did:plc:axqaboy6n7rpqsrshhzawpsc,at://did:plc:axqaboy6n7rpqsrshhzawpsc/app.bsky.feed.post/3lbwixbuyqc2i,FALSE,NA,2024-11-27,12:01:40,en,12,Wednesday,Afternoon,0.7269,1056
